영화명,개봉일,관객수,스크린수,대표국적,배급사
존 라베 : 난징 대학살,2014-03-20,"1,184",5,독일,(주)미디어데이
극장판 헌터X헌터 : 더 라스트 미션,2014-05-22,"1,176",14,일본,와이드 릴리즈(주)
춘하추동 로맨스,2014-12-04,"1,176",5,한국,주식회사 노버스엔터테인먼트
시실리 : 피의 전쟁,2014-08-20,"1,164",20,미국,스크린조이
뽕2014,2014-12-11,"1,161",5,한국,밀크픽처스
마이애미 대침몰,2014-09-04,"1,141",20,미국,스크린조이
설해,2015-01-08,"1,137",34,한국,"(주)마인스 엔터테인먼트,주식회사 마운틴픽쳐스"
청야,2013-12-26,"1,133",3,한국,(주)마노엔터테인먼트
대무생,2014-02-27,"1,132",5,홍콩,(주)소나무픽쳐스
스위니,2014-04-17,"1,126",6,영국,(주)엣나인필름
18: 우리들의 성장 느와르,2014-08-14,"1,124",15,한국,어뮤즈
전장의 묵시록,2014-09-17,"1,121",20,폴란드,스크린조이
스티븐 시걸의 CIA,2014-03-20,"1,120",5,미국,(주)소나무픽쳐스
징기스칸 2014,2014-03-20,"1,120",5,러시아,(주)소나무픽쳐스
신의 선물,2014-04-10,"1,116",5,한국,(주)김기덕 필름
예고살인자,2014-05-08,"1,112",3,미국,(주)소나무픽쳐스
"안녕, 투이",2014-11-27,"1,110",9,한국,(주)인디플러그
자이언트 몽키,2014-08-27,"1,108",20,미국,(유)조이앤컨텐츠그룹
아야의 밤엔 사랑이 필요해,2014-08-14,"1,094",11,프랑스,(주)영화사 진진
명검,2014-09-04,"1,091",20,홍콩,(주)케이알씨지
"자, 이제 댄스타임",2014-06-26,"1,088",2,한국,주식회사 키노엔터테인먼트
노인과 바다,2014-06-28,"1,087",1,일본,(주)키노아이디엠씨
몬스터즈,2014-05-29,"1,080",20,영국,씨네그루(주)다우기술
닌자2: 섀도우 어쌔신,2014-10-16,"1,077",20,미국,스크린조이
포화속의 우정,2014-02-27,"1,064",5,독일,예지림엔터테인먼트
슈퍼 사이클론 스톰,2014-08-27,"1,064",20,미국,스크린조이
거짓말 2014,2014-10-22,"1,058",19,한국,(유)조이앤컨텐츠그룹
신선조-낭인,2014-10-29,"1,057",20,일본,퍼즐컷
에이지 오브 다이노소어,2014-10-15,"1,057",20,미국,(주)케이알씨지
"파리오페라 발레의 별, 아녜스",2014-12-10,"1,056",8,프랑스,판씨네마(주)
야쿠자-피의 전쟁,2014-10-29,"1,052",20,일본,퍼즐컷
청풍자,2014-10-16,"1,052",20,홍콩,(유)조이앤컨텐츠그룹
워 호스,2014-11-22,"1,047",17,영국,메가박스중앙(주)플러스엠
화이트 스톰,2014-02-20,"1,046",6,홍콩,(주)미디어데이
은밀한 가족,2014-04-10,"1,045",5,그리스,(주)엔케이컨텐츠
달사람,2014-11-13,"1,034",5,프랑스,주식회사 마운틴픽쳐스
일 트로바토레,2014-09-20,"1,022",6,독일,(주)쓰리캣프로덕션
일대고수,2014-02-27,"1,020",4,베트남,(주)소나무픽쳐스
아포칼립스 2014,2014-09-03,"1,011",21,미국,(주)케이알씨지
어메이징 뮤턴트,2014-09-03,"1,011",21,홍콩,(유)조이앤컨텐츠그룹
런어웨이 걸,2014-10-30,"1,010",20,미국,스크린조이
숙희,2014-07-10,"1,001",11,한국,주식회사 노버스엔터테인먼트
메콩호텔,2014-02-13,"1,001",13,영국,(재)영화의전당
콜드 인 줄라이,2014-11-27,"1,000",20,미국,와이드 릴리즈(주)
아메리칸 스나이퍼,2015-01-14,993,308,미국,워너브러더스 코리아(주)
토스카,2014-03-15,993,2,미국,(주)인스터피씨엠
욕망의 독: 중독,2014-09-25,988,20,한국,어뮤즈
환상,2014-10-30,987,19,한국,(유)조이앤컨텐츠그룹
서울연애,2014-10-30,978,6,한국,서울독립영화제
나이팅게일,2014-09-25,951,5,중국,㈜영화사 백두대간
더 뮬: 죽음의 질주,2014-03-13,940,5,미국,(주)에이블엔터테인먼트
전망 좋은 하우스 - 맛있는 섹스,2014-02-20,940,5,한국,(주)케이알씨지
솔로,2014-03-20,930,5,캐나다,(주)에이블엔터테인먼트
어우동: 주인 없는 꽃,2015-01-29,920,18,한국,(주)드림팩트엔터테인먼트
쌍성계: 고대전설의 부활,2014-03-27,920,5,중국,(주)소나무픽쳐스
거룩한 소녀 마리아,2014-10-23,903,6,독일,와이드 릴리즈(주)
왓니껴,2014-08-21,898,5,한국,주식회사 마운틴픽쳐스
스타렛,2014-02-20,889,3,미국,노바엔터테인먼트
암전 2,2014-02-27,872,5,홍콩,스크린조이
동경 이야기,2014-08-16,869,2,일본,오드
키리시마가 동아리활동 그만둔대,2014-06-26,865,4,일본,주식회사 마운틴픽쳐스
연애 징크스!!!,2014-02-13,864,6,일본,"㈜T-JOY,씨너스엔터테인먼트(주)"
인 데어 스킨,2014-05-29,860,5,캐나다,씨네그루(주)다우기술
라보엠,2014-12-20,831,5,독일,(주)쓰리캣프로덕션
리얼리티: 꿈의 미로,2014-04-03,823,7,이탈리아,㈜영화사 백두대간
글로리아,2013-12-05,822,13,칠레,판씨네마(주)
고스톱 살인,2014-03-20,820,5,한국,(주)랠리버튼
디아즈: 이 피를 지우지 말라,2014-04-17,814,5,이탈리아,(주)미디어데이
반딧불이의 묘,2014-06-19,814,33,일본,에이원엔터테인먼트
라보엠,2014-04-19,811,4,독일,(주)쓰리캣프로덕션
플라잉 머신 3D,2014-01-09,807,7,영국,C 무비
알파: 바르셀로나 마피아,2014-02-20,770,5,스페인,예지림엔터테인먼트
에프게니 오네긴,2014-01-25,768,2,미국,(주)인스터피씨엠
"씨, 베토벤",2014-03-27,764,8,한국,㈜인디스토리
피의 만우절,2014-04-24,750,5,스페인,씨네그루(주)다우기술
코지 판 투테,2014-09-20,743,2,미국,(주)인스터피씨엠
컨트롤,2014-01-09,740,5,홍콩,포커스 온
포르노 아티스트,2013-12-26,711,5,스페인,(주)소나무픽쳐스
내비게이션,2014-07-03,703,8,한국,골든타이드픽처스(주)
메트로: 마지막 탈출,2014-02-13,700,5,러시아,㈜싸이더스픽쳐스
우리가족,2014-07-24,697,7,한국,주식회사 마운틴픽쳐스
미스터 컴퍼니,2014-02-27,690,10,한국,㈜인디스토리
천 번을 불러도,2014-10-16,685,9,한국,주식회사 마운틴픽쳐스
베르테르,2014-07-12,684,2,미국,(주)인스터피씨엠
캠퍼스 S 커플,2014-05-15,677,1,한국,(주)액티버스엔터테인먼트
꽃과 뱀: 더 제로,2014-09-17,672,5,일본,(주)엔케이컨텐츠
라 체네렌톨라,2014-11-01,648,3,미국,(주)인스터피씨엠
미국인친구,2014-06-12,645,5,한국,골든타이드픽처스(주)
앙상블,2014-12-18,638,1,한국,길스토리
누드 모델,2014-03-20,634,5,미국,주식회사 풍경소리
고스트 킬러: 모니카,2014-03-27,634,5,미국,주식회사 풍경소리
그녀가 부른다,2013-12-26,618,32,한국,(주)미디어데이
카토 프로젝트,2014-04-17,618,3,한국,주식회사 마운틴픽쳐스
패밀리 S다이어리,2014-04-24,601,5,네덜란드,주식회사 풍경소리
토스카나 웨딩,2014-04-30,601,5,네덜란드,주식회사 풍경소리
안녕?! 오케스트라,2013-11-28,600,49,한국,(주)영화사 진진
구화영웅,2014-06-26,600,2,중국,(주)소나무픽쳐스
나의 사적인 여자친구,2015-01-08,593,34,프랑스,찬란
토미웅거러 스토리,2014-11-13,592,4,프랑스,주식회사 마운틴픽쳐스
히든 페이스,2014-09-17,585,11,스페인,(주)더블앤조이픽쳐스
포비아,2014-09-13,584,10,태국,(주)더블앤조이픽쳐스
모던발레 채플린,2014-11-20,583,14,독일,그린나래미디어(주)
돈 카를로,2014-05-31,581,5,독일,(주)쓰리캣프로덕션
신부의 아이들,2014-04-17,581,5,크로아티아,(주)영화사 진진
여자의 정사,2014-04-17,575,5,미국,주식회사 풍경소리
포르노 메이커,2014-04-10,573,5,미국,주식회사 풍경소리
지옥화,2014-11-06,572,8,한국,(주)팝엔터테인먼트
포비아 2,2014-09-14,571,10,태국,(주)더블앤조이픽쳐스
파이오니아,2014-02-27,570,5,노르웨이,예지림엔터테인먼트
머나먼 세상속으로,2014-07-31,569,4,프랑스,주식회사 마운틴픽쳐스
팔스타프,2014-04-19,567,2,미국,(주)인스터피씨엠
"페어웰, 마이 퀸",2013-12-05,566,24,프랑스,(주)더블앤조이픽쳐스
룸13,2014-11-13,565,8,미국,(주)팝엔터테인먼트
드라큘라 2014,2014-10-07,563,4,미국,스크린조이
윤희,2014-01-09,561,2,한국,노바엔터테인먼트
엘리노어 릭비: 그 남자 그 여자,2015-04-09,559,212,미국,(주)이수C&E
트리쉬나,2014-03-20,556,6,영국,(유)영화사 화수분
건,2013-12-26,555,5,미국,(주)미디어데이
루살카,2014-05-24,553,2,미국,(주)인스터피씨엠
언포기븐,2014-09-12,553,10,스페인,(주)더블앤조이픽쳐스
신의 전사,2014-04-17,552,5,베네수엘라,(주)팝엔터테인먼트
라라피포,2014-07-03,552,1,일본,(주)수키픽쳐스
에비던스,2013-12-26,543,5,미국,(주)미디어로그
생존게임 247°F,2014-09-24,538,6,미국,스크린조이
아라벨라,2014-10-25,533,6,독일,(주)쓰리캣프로덕션
이쁜 것들이 되어라,2014-04-17,528,2,한국,CGV아트하우스
크리스마스 스타,2014-12-04,520,2,노르웨이,에이원엔터테인먼트
미스 좀비,2014-01-16,514,3,일본,(주)영화사조아
SM작가,2014-02-06,504,2,일본,시네마 뉴원
불륜의 맛,2014-03-27,494,5,한국,(주)케이알씨지
피해자들,2014-07-31,494,5,한국,골든타이드픽처스(주)
어레스트 미,2014-07-17,487,1,프랑스,(주)스튜디오후크
피카소: 명작스캔들,2014-03-20,487,4,스페인,주식회사 마운틴픽쳐스
에코 플래닛 3D : 지구 구출 특급 대작전,2013-10-09,484,183,태국,(주)인벤트스톤
워커즈,2014-07-23,479,1,일본,(사)독립영화전용관 확대를 위한 시민모임
까미유 끌로델,2013-10-24,468,6,프랑스,찬란
룸메이트,2014-04-24,466,15,일본,(주)마인스 엔터테인먼트
카프리치오,2014-07-05,464,5,독일,(주)쓰리캣프로덕션
보호자,2014-04-10,458,3,한국,CGV아트하우스
2014 베를린 필하모닉 발트뷔네 콘서트,2014-08-04,454,1,독일,(주)쓰리캣프로덕션
윌리엄 텔,2014-11-22,453,4,독일,(주)쓰리캣프로덕션
수호지: 천하대인,2014-05-08,452,5,중국,(주)케이알씨지
산다,2015-05-21,447,33,한국,(주)리틀빅픽쳐스
프린스 이고르,2014-06-21,446,2,미국,(주)인스터피씨엠
둠스데이 2014,2014-05-08,445,5,미국,스크린조이
나인뮤지스; 그녀들의 서바이벌,2014-09-25,440,6,한국,하준사
변종샤크,2014-12-11,426,5,미국,스크린조이
풍경,2013-12-12,425,14,한국,㈜인디스토리
폭렬성시,2014-11-12,418,6,홍콩,스크린조이
존은 끝에 가서 죽는다,2014-03-13,415,2,미국,(주)수키픽쳐스
침묵의 목격자,2014-05-29,414,2,중국,(주)미디어데이
히마와리와 나의 7일,2014-09-25,413,3,일본,주식회사 마운틴픽쳐스
독수리오형제,2014-02-20,412,4,일본,(주)미디어데이
백여우 전설,2014-11-13,408,6,중국,(주)케이알씨지
다이노슈퍼게이터,2014-11-12,408,6,미국,스크린조이
꼬마 유령,2015-06-11,407,,독일,(주)영화사오원
정사: 위험한 성적유희,2014-11-27,405,4,한국,(주)케이알씨지
우리 사랑하는 동안,2014-09-13,405,1,미국,(주)수키픽쳐스
에이리언 스카이라인,2014-11-13,403,6,미국,스크린조이
불량경찰 3,2014-09-04,400,1,스페인,(주)소나무픽쳐스
아너,2014-12-11,399,2,영국,(주)스튜디오후크
원 컷 - 어느 친절한 살인자의 기록,2014-09-11,395,3,한국,주식회사 마운틴픽쳐스
영 앤 뷰티풀,2013-12-05,392,23,프랑스,찬란
수호지: 명포배선,2014-05-01,392,2,중국,(주)케이알씨지
방콕 킥복서,2014-04-30,392,5,미국,스크린조이
살인의 기억,2014-12-18,390,5,멕시코,(주)케이알씨지
지젤,2014-01-23,389,2,뉴질랜드,(유)영화사 화수분
헬리,2014-08-28,386,4,멕시코,(주)컴퍼니엘
레디액션! 폭력영화,2014-06-05,386,6,한국,㈜인디스토리
넥스트 제네레이션 패트레이버 2,2014-06-19,386,1,일본,(주)도키엔터테인먼트
꽃과 뱀 3,2014-11-20,385,4,일본,스크린조이
멜로,2014-04-24,385,13,한국,(주)박수엔터테인먼트
울프 앳 더 도어,2014-07-10,385,2,브라질,㈜영화사 백두대간
에이리언 스페이스,2014-11-20,384,4,미국,스크린조이
넥스트 투모로우 2,2014-11-27,381,4,미국,스크린조이
마녀사냥꾼,2014-04-10,380,5,스페인,(주)도키엔터테인먼트
몬스터 울프,2014-11-20,378,4,미국,스크린조이
더 노즈,2014-02-22,375,2,미국,(주)인스터피씨엠
페인트볼,2014-03-06,372,5,스페인,스크린조이
호두까기 인형,2014-12-07,372,1,한국,(주)패뷸러스
은밀하게 음란하게,2014-04-10,372,5,한국,(주)케이알씨지
토네이도,2014-09-17,369,6,미국,스크린조이
질투,2015-04-09,352,14,프랑스,찬란
귀신을 보는 눈: 동안,2014-04-24,352,5,홍콩,스크린조이
강시: 리거모티스,2014-05-22,350,5,홍콩,(주)팝엔터테인먼트
마지막 4중주,2013-07-25,342,29,미국,(주)티캐스트
수호지-강호의 장청,2014-04-17,342,5,중국,(주)케이알씨지
나가요 미스콜,2014-03-13,338,4,한국,노바엔터테인먼트
킬엠올,2014-05-01,329,1,미국,스크린조이
007 북경특급 2,2014-05-01,329,1,홍콩,(주)케이알씨지
잡가소수,2014-05-01,328,1,홍콩,스크린조이
언브로큰,2015-01-07,326,401,미국,유니버설픽쳐스인터내셔널 코리아(유)
사랑이 필요할 때,2014-03-20,324,5,미국,(주)미디어데이
마약전쟁,2014-02-13,322,1,홍콩,(주)미디어데이
도서관 전쟁,2014-03-27,314,4,일본,(유)영화사 화수분
나쁜 여자,2014-03-20,312,5,일본,(유)조이앤컨텐츠그룹
미션 13,2014-04-24,310,5,미국,예지림엔터테인먼트
화창한 그날들,2014-03-14,310,2,한국,(주)씨네로닷컴
이별까지 7일,2015-01-15,309,42,일본,(주)수키픽쳐스
디셈버,2014-02-20,307,6,한국,뎁스프로덕션
호세마리아 신부의 길,2013-11-28,302,5,미국,(유)영화사 화수분
화룡대결,2014-01-09,302,1,홍콩,(주)미디어데이
오싱,2013-12-05,300,233,일본,(주)팝엔터테인먼트
아웃사이더,2014-07-24,300,1,한국,(주)영화사 조은
수호지-강철 보갑,2014-04-10,295,5,중국,(주)케이알씨지
스피릿 오브 베토벤,2014-12-10,291,1,한국,(주)아르떼
파라노말 이니테이션,2014-12-18,290,4,미국,스크린조이
브룩클린 브라더스,2014-01-09,278,3,미국,(주)앤드플러스미디어웍스
엘리제궁의 요리사,2015-03-19,275,112,프랑스,판씨네마(주)
길위에서,2013-05-23,270,23,한국,㈜영화사 백두대간
투 워리어스,2014-05-22,252,5,홍콩,스크린조이
잡식가족의 딜레마,2015-05-07,246,18,한국,(주)시네마달
우주전쟁: 지구 최후의 날,2014-12-24,244,5,미국,(주)소나무픽쳐스
신선조-혈풍,2014-11-06,244,6,일본,스크린조이
스타쉽 라이징,2014-12-24,244,5,미국,(주)소나무픽쳐스
명기,2014-12-30,241,5,한국,(주)소나무픽쳐스
프랑스인 김명실,2014-06-26,241,7,한국,어뮤즈
비르: 위대한 전사,2014-12-30,241,5,인도,(주)소나무픽쳐스
몽정애-꿈 속의 여인,2013-12-31,240,5,한국,(주)케이알씨지
공각기동대 어라이즈 보더:3 고스트 티어즈,2014-07-17,239,6,일본,에이원엔터테인먼트
넥스트 제네레이션 패트레이버4,2014-11-13,236,2,일본,(주)도키엔터테인먼트
꿈보다 해몽,2015-02-12,235,36,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
맨 온 더 트레인,2014-09-07,232,1,캐나다,(주)수키픽쳐스
익스트림 스키야키,2014-07-25,232,1,일본,(주)수키픽쳐스
귀접,2014-05-29,228,10,한국,(주)휘엔터테인먼트
소울 오브 브레드,2013-12-26,226,5,대만,(유)영화사 화수분
파리 폴리,2015-02-26,225,22,프랑스,(주)티캐스트콘텐츠허브
메탈리카 스루 더 네버,2013-11-14,224,30,미국,(주)나이너스엔터테인먼트
넥스트 제네레이션 패트레이버 3,2014-08-14,223,1,일본,(주)도키엔터테인먼트
결혼하지 않아도 괜찮을까,2015-04-09,221,27,일본,프리비젼엔터테인먼트
상해전기,2014-11-07,221,1,중국,(주)에스와이코마드
치한열차,2014-04-17,216,1,일본,(주)엔케이컨텐츠
8광구: 몬스터의 부활,2014-12-23,208,4,미국,(유)조이앤컨텐츠그룹
사이비,2013-11-21,206,76,한국,(주)넥스트엔터테인먼트월드(NEW)
아이 킬드 마이 마더,2015-01-15,205,15,캐나다,(주)엣나인필름
소셜포비아,2015-03-12,203,368,한국,CGV아트하우스
별일아니다,2014-02-13,202,3,한국,(주)영화사 조제
불륜섹스,2014-11-27,200,1,일본,(주)영화사폴
라이프 오브 시몬,2014-03-06,200,2,독일,(주)수키픽쳐스
클린스킨,2014-01-01,200,5,영국,브릿지웍스 엔터테인먼트(주)
세인트 앤 솔저: 최강전차부대,2014-12-04,200,1,미국,(주)소나무픽쳐스
투 러버스,2014-01-23,200,5,미국,(주)수키픽쳐스
콜 걸,2014-12-23,200,1,스웨덴,(주)소나무픽쳐스
살인병기,2014-12-23,200,1,미국,(주)소나무픽쳐스
옹박: 리턴즈 오브 레전드,2014-12-11,200,1,태국,(주)소나무픽쳐스
사일런트 스크림,2014-01-29,200,5,미국,(주)수키픽쳐스
언노운 어택,2014-12-30,200,1,미국,(주)소나무픽쳐스
굿모닝 하트에이크,2014-01-09,198,5,이탈리아,㈜인디스토리
뚜르드 프랑스: 기적의 레이스,2014-07-31,191,1,프랑스,(주)엔케이컨텐츠
클로즈드 시즌: 욕망의 계절,2014-01-16,190,6,독일,주식회사 마운틴픽쳐스
하이힐을 신은 여자는 위험하다,2013-12-25,188,6,미국,오드
틴토 브라스의 아모르,2014-11-13,184,5,이탈리아,(주)코랄픽쳐스
리바이어던,2015-03-19,183,25,러시아,오드
마지막 파티,2014-04-29,173,1,호주,(주)수키픽쳐스
미라클 여행기,2015-01-15,171,12,한국,미라클필름
노엘의 선물,2015-02-05,168,58,프랑스,(주)나이너스엔터테인먼트
돌이킬 수 없는,2014-10-02,152,4,프랑스,찬란
페이퍼맨,2014-05-01,150,2,미국,(주)수키픽쳐스
미라클맨,2014-04-17,150,2,미국,(주)수키픽쳐스
리댁티드,2014-04-03,150,2,미국,(주)수키픽쳐스
고스트 패밀리: 구출 대작전,2014-03-27,150,2,영국,(주)수키픽쳐스
